sentence,gold_mwe,pred_mwe
"dün akşam , i̇stanbul'dan gelirken cebimdeki son mecidiyeyi bozdurup iki okka çavuş üzümü aldım .",çavuş üzümü,çavuş_üzümü
"üstü kat kat satılacak , altı ya çay bahçesi olacak ya da gazino !",çay bahçesi,çay_bahçesi
"üstü kat kat satılacak , altı ya çay bahçesi olacak ya da gazino !",kat kat,kat_kat
çaykaraların suyu o kadar soğuktur ki dişlerini tıkırdatır .,o kadar,o_kadar
bir çay takımı göndermek önerisi ilkin coşkunlukla kabul edilir .,çay takımı,çay_takımı
başı ağrıdığı zamanlar bağladığı beyaz çekiyi çözüp var gücüyle yeniden düğümledi .,var gücüyle,var_gücüyle
yaramaz çocuk tutumundan her zaman ürkerdi .,her zaman,her_zaman
pamuk tutarsa ne âlâ !,ne âlâ,ne_âlâ
sekiz kişilik bir ince sazla kadınlardan beş kişilik bir hanende ve çengi takımı vardı .,çengi takımı,çengi_takımı
"ocağa yaklaştılar , çalı çırpı yığınını tutuşturdular .",çalı çırpı,çalı_çırpı
"çok iyi giyinmiş ve süslenmiş bir çeribaşının yanında , yalın ayak , pis gömlekli bir baldırı çıplak gidiyor ve çeribaşı ile senli benli görüşüyordu .",yalın ayak,yalın_ayak
"çok iyi giyinmiş ve süslenmiş bir çeribaşının yanında , yalın ayak , pis gömlekli bir baldırı çıplak gidiyor ve çeribaşı ile senli benli görüşüyordu .",baldırı çıplak,baldırı_çıplak
"varsayın , ayaklarının altına çeşit çeşit kürkleri ben sereyim .",çeşit çeşit,çeşit_çeşit
ama onlar da bu kaymakamın ne çetin ceviz olduğunu henüz bilmiyorlardı .,çetin ceviz,çetin_ceviz
"nefes nefese koşan anneme , başını çevirmeden cevap verdi .",nefes nefese,nefes_nefese
bir kere daha telefona sarıldı .,bir kere,bir_kere
"duvarlardaki mermer levhalara kazılı yazıları okuyarak , kendi kendine , bütün mabedi tavaf etti .",kendi kendine,kendi_kendine
"haberini böyle fısıl fısıl anlatmaz , gümbür gümbür yayar çığırtkan dediğin .",fısıl fısıl,fısıl_fısıl
ben de ona bile bile sert çıkıştım,bile bile,bile_bile
çocuk çıldır çıldır bakıyor .,çıldır çıldır,çıldır_çıldır
ara sıra kahkahayı bastığı zaman evin içini çıngır çıngır öttürüyordu .,çıngır çıngır,çıngır_çıngır
ara sıra kahkahayı bastığı zaman evin içini çıngır çıngır öttürüyordu .,ara sıra,ara_sıra
"beğeniyor musun şu yaptıklarını , ne olacak şimdi , ne yapacağız diye çırpınıyordu .",ne olacak,ne_olacak
o sıralar her gün ulus'a başmakaleler çırpıştırmaktaydı .,her gün,her_gün
"muşambanın üstünde körpecik bir salatalık , çiçeği burnunda , pütürlü .",çiçeği burnunda,çiçeği_burnunda
"o baharın renkleri , güzellikleri ve ihtirasları bir nisan yağmuru hâlinde çiler dururdu .",nisan yağmuru,nisan_yağmuru
baş başa uzandık seninle ıslak / çimenlerine yaz bahçelerinin,baş başa,baş_başa
en göze çarpan yerlerinde de oymalı ya da çinili ocaklar vardır .,ya da,ya_da
"her gün biraz daha zayıflayıp çirkinleşen , sinirli bir kadın .",her gün,her_gün
"bununla birlikte adamlara kürkler , postlar , kepenekler ve keçe çizmeler dağıtılarak gönülsüzlükleri giderilmeye çalışıldı .",bununla birlikte,bununla_birlikte
"ateş oluncaya kadar peynir vereyim , bir de çoban salatası yaparım , ateş olunca da şiş yaparım .",çoban salatası,çoban_salatası
"ateş oluncaya kadar peynir vereyim , bir de çoban salatası yaparım , ateş olunca da şiş yaparım .",bir de,bir_de
serginin eğlence yeri lunapark çoluk çocuk kandıran basit ve eğlencesiz bir kumar yeri hâlinde .,çoluk çocuk,çoluk_çocuk
"boş oturmak , aylak durmak insanı çabuk çökertir .",boş oturmak,boş_oturmak
köşk o kadar sessizdi ki yere bir kibrit çöpü düşse çıkardığı ses işitilebilirdi .,o kadar,o_kadar
"ne hoş gülerdi , yanaklarının çukuru ne derli toplu açılırdı .",derli toplu,derli_toplu
bize iki ada çayı yap .,ada çayı,ada_çayı
"zaten arkadaşlarımın her biri bir yana dağılmıştı ,",her biri,her_biri
"oysa bu arada o , sizi hiç tanımıyor olabilir .",bu arada,bu_arada
"babama , bana bir yazı makinesi aldığı için ne kadar sevindiğimi bile gösteremedim .",yazı makinesi,yazı_makinesi
sıcak dalgası .,sıcak dalgası,sıcak_dalgası
bu badana dalga dalga olmuş .,dalga dalga,dalga_dalga
yüzünde belli belirsiz bir pembelik dalgalanmıştı .,belli belirsiz,belli_belirsiz
"kendi kendine mırıldanır gibiydi , dalgındı .",kendi kendine,kendi_kendine
"çocuklu dul kadın ağzını açmış , gözlerini süzmüş , dalgın dalgın kenan'a bakıyordu .",dalgın dalgın,dalgın_dalgın
hamal benim dalgınlığımdan istifade ederek birdenbire bir kedi gibi fırladı ve koşmaya başladı .,kedi gibi,kedi_gibi
"zeki savcı yardımcısı , selman'ın sözlerindeki bu alaycı tonda , daha çok başasistanı memnun etmek isteyen dalkavukça bir gayret sezinlemişti .",memnun etmek,memnun_etmek
üstüne üstlük damar sertliği de yapışmamış mı zavallının yakasına ?,damar sertliği,damar_sertliği
üstüne üstlük damar sertliği de yapışmamış mı zavallının yakasına ?,üstüne üstlük,üstüne_üstlük
orada da haksız damgalar altında kalırsan ne olacak ?,ne olacak,ne_olacak
az çok bulamaç olan romantizm şiirinin daha imbikten geçmiş taraflarına geldim .,az çok,az_çok
dan dan konuşuyor .,dan dan,dan_dan
"damdan düşer gibi birdenbire söyleyecek , açacak olursam itiraz eder .",damdan düşer gibi,damdan_düşer_gibi
"bizim bakanlığın danslı bir yemeği var , tek kişilik bir davetiye verdiler .",tek kişilik,tek_kişilik
"partisinin hükûmet darbesi yapacağına dair haber aldığını söylediğini , açık açık belirtmişti .",açık açık,açık_açık
davet günü bir de baktım seninki elini kolunu sallayarak yapayalnız teşrif buyurdular .,bir de,bir_de
"ev temiz , dayalı döşeli , yemeklerin tadı yerinde , kadın güzel , sinirli değil .",dayalı döşeli,dayalı_döşeli
"kafaları dazlaklaşmış , emekliye çıktıktan sonra adam kıtlığında gene işe alınmış .",adam kıtlığında,adam_kıtlığında
"sanat yapıtlarının değerlendirilmesinde tek hareket noktası , o yapıtların kendileri olmalıdır .",hareket noktası,hareket_noktası
"rüzgâr gibi çarçabuk esiş istikametlerini değiştiriyorlar , ağaç kurdu gibi renkten renge giriyorlar .",rüzgâr gibi,rüzgâr_gibi
"rüzgâr gibi çarçabuk esiş istikametlerini değiştiriyorlar , ağaç kurdu gibi renkten renge giriyorlar .",ağaç kurdu,ağaç_kurdu
"evet , onun için her şeyi feda etmeye değer .",onun için,onun_için
dehalar muvaffak olmak için zamanlarını ve şartlarını unutamazlar .,muvaffak olmak,muvaffak_olmak
"anahtar deliği karanlıktı , içerden belli belirsiz sesler geliyordu .",belli belirsiz,belli_belirsiz
fare deliği .,fare deliği,fare_deliği
"o merdivenlerin taşları . basa basa çukur kavislerle âdeta esneyen bir tahta gibi eğilmiş , sünger gibi delikleşmişlerdi .",sünger gibi,sünger_gibi
âdemden bu deme neslim getirdi / bana türlü türlü meyve getirdi,türlü türlü,türlü_türlü
ali bey i̇stanbul'da demirli bir hayat temposuna bağlı kalan tek insan gibi görünüyordu .,insan gibi,insan_gibi
ayağa kalkarak üç adım ötedeki musluğa kadar gitmeyi denedi .,üç adım,üç_adım
deniz altı araştırmaları .,deniz altı,deniz_altı
"eğer karşısında bir ayna olsaydı , deniz mavisi gözlerinin içinde iki güneş damlasının ışıldamaya başladığını görecekti .",deniz mavisi,deniz_mavisi
"hürriyet , müsavat diye herkesin ağzına bir parmak bal çaldılar .",bir parmak,bir_parmak
ne kadar toplasan perişandır / toplanır saçlarım dağılmak için,ne kadar,ne_kadar
bir iki derin nefesten sonra teneffüsünün ritmi düzeldi .,bir iki,bir_iki
derinden derine ırmaklar ağlar / uzaktan uzağa çoban çeşmesi,uzaktan uzağa,uzaktan_uzağa
derinden derine ırmaklar ağlar / uzaktan uzağa çoban çeşmesi,derinden derine,derinden_derine
akşamdan önce varacağız derken ancak gece yarısı varabildik .,gece yarısı,gece_yarısı
yangın yerlerinde derme çatma evler yapılıyordu .,derme çatma,derme_çatma
"zihni disiplinden yoksundur , işine geldiği gibi dersiz topsuz , çelişki içinde konuşur .",dersiz topsuz,dersiz_topsuz
kasaba baştan başa bir çamur deryası hâlini alır .,baştan başa,baştan_başa
kasaba baştan başa bir çamur deryası hâlini alır .,çamur deryası,çamur_deryası
tarih şuurunun bir terbiye unsuru olduğunu takdir etmek için bir deve yükü malumata sahip olmak gerekmez .,sahip olmak,sahip_olmak
tarih şuurunun bir terbiye unsuru olduğunu takdir etmek için bir deve yükü malumata sahip olmak gerekmez .,deve yükü,deve_yükü
tarih şuurunun bir terbiye unsuru olduğunu takdir etmek için bir deve yükü malumata sahip olmak gerekmez .,takdir etmek,takdir_etmek
bunun sebebiyse öteden beri devletçi bir millet olmamızdır .,öteden beri,öteden_beri
"kimileri bunun , başımıza konmuş bir devlet kuşu olduğunu söylüyorlardı .",devlet kuşu,devlet_kuşu
"kıran kırana bir güreş bitmiş , büyük millet meclisi , başkumandanlık yetkilerini mustafa kemal paşa'ya devretmiştir .",millet meclisi,millet_meclisi
"kıran kırana bir güreş bitmiş , büyük millet meclisi , başkumandanlık yetkilerini mustafa kemal paşa'ya devretmiştir .",kıran kırana,kıran_kırana
sonra belki de o ihtilalci tonunu yumuşatmaya başlamıştı .,belki de,belki_de
"kapısını vurmalı , o zaman uyanır açar diye başlayarak bir hayli dırlandı .",bir hayli,bir_hayli
dış dünya .,dış dünya,dış_dünya
dış ticaret açığı o devirde ne kadardı kim bilir ?,kim bilir,kim_bilir
dış ticaret açığı o devirde ne kadardı kim bilir ?,dış ticaret açığı,dış_ticaret_açığı
topraklar bile ateş ve demir sağanaklarıyla didik didik karışmıştı .,didik didik,didik_didik
"müfettiş bey , oturuşunu daha da dikleştirdi .",daha da,daha_da
karpuzu dilim dilim kestiler .,dilim dilim,dilim_dilim
"çevik adımlarla dimdik yürüyen , uzun boylu , yakışıklı , varlıklı bir adam .",uzun boylu,uzun_boylu
dini bütün gelin isterim ben .,dini bütün,dini_bütün
sanki toprak altına diri diri gömülen benim .,diri diri,diri_diri
"bu taklitçi aydın ve sanatçılar , ister istemez , halka yabancılaştılar , onunla her türlü dirsek temasını yitirdiler .",ister istemez,ister_istemez
sonunda ne kadar istedilerse de erkek çocukları dünyaya gelmedi .,ne kadar,ne_kadar
"börekçi fırınının karşısındaki dört köşe taşlar döşeli , iki yanı ağaçlı yoldan çarşıya doğru yürüyordu .",dört köşe,dört_köşe
uzun boylu garp müziğini doğru dürüst tadamıyoruz .,doğru dürüst,doğru_dürüst
uzun boylu garp müziğini doğru dürüst tadamıyoruz .,uzun boylu,uzun_boylu
gayet ilkel bir dokuma tezgâhında harıl harıl çalışan iki işçi gördüm .,harıl harıl,harıl_harıl
"kıran bey , şimdi bacaklarına dolak sarmış , siyah poturlu , keçe külahlı , göğsünde fişeklikler ve elinde mavzer , tığ gibi bir delikanlıydı .",tığ gibi,tığ_gibi
"i̇ki tabanca getirdiler , takır takır doldurdular .",takır takır,takır_takır
yirmi yaşını dolduralı bir iki seneden fazla olmamıştı .,bir iki,bir_iki
"balıkçılara yardım etmek bütün zamanını doldurmayınca kentin içerilerine , gecekondu mahallelerine gitti .",yardım etmek,yardım_etmek
en iyisi ben buradan bir dolmuşa binip eve gideyim .,en iyisi,en_iyisi
"kahvede vakit tavla , dama ya da domino oynayarak geçer .",ya da,ya_da
"gövdesi domur domur yarılmış , dalları bükülmüş , yere sarkmıştı .",domur domur,domur_domur
"zeki ve yuvarlak yüzlü bir çocuk , kendinden büyük kılıcına sarılmış , donuk donuk bakıyor .",donuk donuk,donuk_donuk
bu mağazaya girdiğimiz vakit güler yüzlü ve çok dostane kabul edildik .,güler yüzlü,güler_yüzlü
allah gani gani rahmet eyleye .,gani gani,gani_gani
"hiç kimse bir diğerinin yerine karnını doyuramaz , hiç kimse bir başkasının uykusunu uyuyamaz .",hiç kimse,hiç_kimse
"üşenmiyor , her gün üç yüz metre yürüyüp çöpünü dökmeye buraya geliyor .",her gün,her_gün
i̇htiyar karısı pırıl pırıl kalaylı maşrapa ile ona su dökecek .,pırıl pırıl,pırıl_pırıl
lokma dökmek .,lokma dökmek,lokma_dökmek
"oysaki fatih'in dölek bir kişi olduğu belli , uzun uzun hazırlamış i̇stanbul'un alınmasını , düşünmüş , hesaplamış da öyle girişmiş o işe .",uzun uzun,uzun_uzun
kış dönemi sınavları .,kış dönemi,kış_dönemi
evin arkasında üç dört dönümlük bir bahçemiz vardı .,üç dört,üç_dört
savaşın dönüm noktası .,dönüm noktası,dönüm_noktası
"dört ayak yürüyor , gözleri dört dönüyor , maymun gibi çığırıyor .",maymun gibi,maymun_gibi
"dört ayak yürüyor , gözleri dört dönüyor , maymun gibi çığırıyor .",dört ayak,dört_ayak
"börekçi fırınının karşısındaki dört köşe taşlar döşeli , iki yanı ağaçlı yoldan çarşıya doğru yürüyordu .",dört köşe,dört_köşe
dörtnal giden atların köpüklü boynuna bir daha yatmayacak .,bir daha,bir_daha
"burası , yeni mefruşatla döşenmiş zarif bir yatak odası .",yatak odası,yatak_odası
"yenilikler , yıllarca üst üste durağanlaşmış toplumların yaşamına ekleniyordu .",üst üste,üst_üste
"üstelik de tabirlerle dolu , zengin , durmuş oturmuş bir dili vardı .",durmuş oturmuş,durmuş_oturmuş
mustafa kemal paşa bizim söylediklerimizi kendine mahsus bir durulukta özetledi .,kendine mahsus,kendine_mahsus
sakarya zaferi tacını giyinceye kadar durup durup dinleyecekti .,durup durup,durup_durup
"sanat eseri yaratmamakla beraber fazla hisli , duygan olanlar , duygularının kuvveti nispetinde , muhakkak , şu beş hissin noksanını sezip sızlanırlar .",sanat eseri,sanat_eseri
"düğüncüler akşama kadar güneş altında pişmiş , bıkmış , yanmış oldukları için rakı sofrasına pekçe sokuldular .",akşama kadar,akşama_kadar
"geminin arkasına gittim , dümen suyunun bir yılan gibi uzayıp gittiğini gördüm .",yılan gibi,yılan_gibi
neden sonra dalmışız .,neden sonra,neden_sonra
"çoktandır , ipsiz sapsızlarla düşe kalka onların dilini kapmışım .",düşe kalka,düşe_kalka
sanırım o gece de alttan alta hep bunu düşlüyordum .,alttan alta,alttan_alta
"okuma yazma oranının düşüklüğü , bilinçlenmeyi engellediği ölçüde bir kargaşa ögesidir .",okuma yazma,okuma_yazma
bu ülkenin düşünürleri az değil .,az değil,az_değil
kimi zaman da reform gereksemesinin birçok nedenleri olabilir .,kimi zaman,kimi_zaman
mekanizmanın ipi ya şu yana ya bu yana ağdıracak .,bu yana,bu_yana
su düzeyi .,su düzeyi,su_düzeyi
oğlum sıtkı için son zamanlarda epeyce temiz ev eşyası düzdü diyorlar .,ev eşyası,ev_eşyası
bir sürü yalan düzmüş .,bir sürü,bir_sürü
"hani bazı kadınlar vardır , hödük koca ile düşe kalka eblehleşir , içleri kararır .",düşe kalka,düşe_kalka
"oğlunun o eciş bücüş burnunun dikine gitmeye başladığı günlerde , tüm ilgisini ve sevgisini büyük kızına akıtmaya başlamıştı .",eciş bücüş,eciş_bücüş
"burada verdiğim örnek , o edebiyatça edebiyatın şöyle bir aklıma geliveren örneklerinden biri .",şöyle bir,şöyle_bir
deli eniştemiz bir hayli yaşlanmıştı fakat hiç uslanmış değildi .,bir hayli,bir_hayli
burada edepli edepli otur .,edepli edepli,edepli_edepli
şimdi sen oradan kendine bir parça seç ve önce eğe ile düzeltmeye başla .,bir parça,bir_parça
"bir yandan ayrıntılara eğilirken , bir yandan da bunları alaylı bir süzgeçten geçirir .",bir yandan,bir_yandan
neden bir de onların eğitmenliğini yükleniyoruz ?,bir de,bir_de
"banka tıkır tıkır işlemekte , üstelik kasabanın yeni yetmelerine ekmek kapısı olmaktadır .",tıkır tıkır,tıkır_tıkır
"banka tıkır tıkır işlemekte , üstelik kasabanın yeni yetmelerine ekmek kapısı olmaktadır .",ekmek kapısı,ekmek_kapısı
heriflere yalnız ekmek parası değil gönüllerine göre de iş bulacaksın .,ekmek parası,ekmek_parası
"aynı zamanda , eski dönem edebiyatımızın sohbet ve mülakat türlerinde boşluk olan eksiğini tamamlıyordu .",aynı zamanda,aynı_zamanda
bunu işitmeye ne kadar muhtaçmış !,ne kadar,ne_kadar
"el var , titrer durur , el var yumuk yumuk / el var pençe olmuş , el var yumruk",yumuk yumuk,yumuk_yumuk
"bebek , yaşlı ve büyüklerin odalarında gönül şenliği olarak elden ele taşınmaya başlandı .",elden ele,elden_ele
elektrik fabrikası saat altıda çalışmaya başladı .,elektrik fabrikası,elektrik_fabrikası
aklıma hizmetçiyi çağırmaya mahsus elektrik zili geldi .,elektrik zili,elektrik_zili
i̇stekliler birer birer elenince en heveslisi ile karşı karşıya kaldı .,karşı karşıya,karşı_karşıya
i̇stekliler birer birer elenince en heveslisi ile karşı karşıya kaldı .,birer birer,birer_birer
"her gün evinden . işlemeli bir yüz havlusu , resimli hazır yelpaze gibi şeyler getiriyor , odamı süslüyordu .",her gün,her_gün
