sentence_id,sentence_text,pred_tokens
840,Ne çare ki boğuşma esnasında o da birkaç yerinden yaralanmış .,Ne_çare ki boğuşma esnasında o da birkaç yerinden yaralanmış .
842,Bu iki radyo istasyonu birbirini bozuyor .,Bu iki radyo_istasyonu birbirini bozuyor .
846,"Gözyaşları , kısa bir an kirpiklerinin ucunda boncuk boncuk asılı duruyor .","Gözyaşları , kısa bir_an kirpiklerinin ucunda boncuk_boncuk asılı duruyor ."
847,"Gelen , bakkalın kırmızı yüzlü , boncuk mavisi gözlü küçük çırağıydı .","Gelen , bakkalın kırmızı yüzlü , boncuk_mavisi gözlü küçük çırağıydı ."
848,"Milâs'ın en iyi terzisine yaptırdığım bonjurumu giyerek memurlar arasına katılıyor , yaşlı başlı insanlardan . akran muamelesi görüyorum .","Milâs'ın en iyi terzisine yaptırdığım bonjurumu giyerek memurlar arasına katılıyor , yaşlı_başlı insanlardan . akran muamelesi görüyorum ."
852,Bir bakıma belki de borç harç içinde beş nüfusla ailesini geçindirmeye uğraşan biriydi .,Bir_bakıma belki_de borç_harç içinde beş nüfusla ailesini geçindirmeye uğraşan biriydi .
858,"İşte bunda bir kurt yeniği var diye bu gece uyumamış , kuyu başındaki bostan gölgeliğinde beklemişti .","İşte bunda bir kurt_yeniği var diye bu gece uyumamış , kuyu başındaki bostan gölgeliğinde beklemişti ."
859,"O , bekçi değil , bostan korkuluğu .","O , bekçi değil , bostan_korkuluğu ."
861,"Yaşlı başlı insanlarız , dedi .","Yaşlı_başlı insanlarız , dedi ."
870,"Birisi sütsüz çikolata renginde , uzun boylu , geniş omuzlu , Amerikan boksörlerine benziyordu .","Birisi sütsüz çikolata renginde , uzun_boylu , geniş omuzlu , Amerikan boksörlerine benziyordu ."
873,Yalnız kapı ile dolabın yüzleri tel ve fil dişi kakma ve boyasızdır .,Yalnız kapı ile dolabın yüzleri tel ve fil_dişi kakma ve boyasızdır .
875,"Güçlü kuvvetli kız , boyca ondan en az iki karış yüksek .","Güçlü_kuvvetli kız , boyca ondan en az iki karış yüksek ."
876,Önü boydan boya ayna olan uzun mermer masanın kenarında yavaş yavaş çalışıyordu .,Önü boydan_boya ayna olan uzun mermer masanın kenarında yavaş_yavaş çalışıyordu .
877,"Evvela ; ' kötüler ' lakabı takılır , sonra boykotaj başlar .","Evvela ;' kötüler' lakabı takılır , sonra boykotaj başlar ."
880,Kaldırıma boylu boyunca yatmıştı .,Kaldırıma boylu_boyunca yatmıştı .
883,"On lira boyunduruk parası ayırmışsınız , bizim hiç kahrımız yok mu ?","On lira boyunduruk_parası ayırmışsınız , bizim hiç kahrımız yok mu ?"
889,Eğer nişanını bozduysa yazıklar olsun .,Eğer nişanını bozduysa yazıklar_olsun .
893,Süleyman'ı adada yüzü o kadar bozuk ve korkunç buldu ki .,Süleyman'ı adada yüzü o_kadar bozuk ve korkunç buldu ki .
894,Günümüze dek soysuzlaşa soysuzlaşa varagelen bozuk düzen her zaman yoktu .,Günümüze dek soysuzlaşa soysuzlaşa varagelen bozuk_düzen her_zaman yoktu .
897,"Evet ağzı ile değilse de sakalı ile böyle der , kendine için için böyle bir üstünlük böbürü yaratırdı .","Evet ağzı ile değilse de sakalı ile böyle der , kendine için_için böyle bir üstünlük böbürü yaratırdı ."
910,Böyle acıklı şeyleri ne diye yazıyorum bilmem ki ?,Böyle acıklı şeyleri ne_diye yazıyorum bilmem ki ?
913,"Öyle bir yol ki git bre git , bitmez .","Öyle bir_yol ki git bre git , bitmez ."
914,"Çocuklar taşları , kırılmamış briketleri , tuğlaları çarçabuk bir yana yığdılar .","Çocuklar taşları , kırılmamış briketleri , tuğlaları çarçabuk bir_yana yığdılar ."
923,Bu gidişle söyleyeceği de yok galiba !,Bu_gidişle söyleyeceği de yok galiba !
924,Bugünlük söyleyebileceğim bu kadar .,Bugünlük söyleyebileceğim bu_kadar .
941,"Nihayet , yaza çize ilk satırı üç nokta ile başlayan yeni bir tarz icat ettim .","Nihayet , yaza çize ilk satırı üç_nokta ile başlayan yeni bir tarz icat ettim ."
947,Ortalık sarı bir toz bulutu içinde .,Ortalık sarı bir toz_bulutu içinde .
948,Gökler bulutlanıyor rüzgâr serinliyordu / Serpilmeye başladı bir yağmur ince ince,Gökler bulutlanıyor rüzgâr serinliyordu / Serpilmeye başladı bir yağmur ince_ince
951,Bu meyanda kendi elinden çıkma üç telli curalar sattığını hatırlıyorum .,Bu_meyanda kendi elinden çıkma üç telli curalar sattığını hatırlıyorum .
957,"Üç gecedir gelmiyor , o kadar buhran içindeyim ki .","Üç gecedir gelmiyor , o_kadar buhran içindeyim ki ."
960,Yeryüzünün sıcaktan kavrulduğu ve herkesin buram buram terlediği bu temmuz güneşinde benim ellerim buz gibi idi .,Yeryüzünün sıcaktan kavrulduğu ve herkesin buram_buram terlediği bu temmuz güneşinde benim ellerim buz_gibi idi .
962,"Buncağızlar bu fırsattan faydalanmak şöyle dursun , küçük hesaplar , burjuvaca kaygılarla onu heba etmişler .","Buncağızlar bu fırsattan faydalanmak şöyle_dursun , küçük hesaplar , burjuvaca kaygılarla onu heba etmişler ."
963,"Yoksa ben hiç de aptal , tutsak ruhlu , herhangi maskara herifin burma bıyıklarına hayran olan dişilerden değilim .","Yoksa ben hiç_de aptal , tutsak ruhlu , herhangi maskara herifin burma bıyıklarına hayran olan dişilerden değilim ."
965,Bu karnaval kaçırılır mı diye buruk buruk gülümsedi .,Bu karnaval kaçırılır mı diye buruk_buruk gülümsedi .
967,Bağırsaklarım burum burum buruluyor .,Bağırsaklarım burum_burum buruluyor .
968,Koskoca ve bomboş salonda o türlü burun burunayız ki mutlaka ya konuşmamız yahut sille tokat birbirimize girmemiz lazım .,Koskoca ve bomboş salonda o türlü burun burunayız ki mutlaka ya konuşmamız yahut sille_tokat birbirimize girmemiz lazım .
970,"O , bu sefer narin ve utangaç kıza döndü .","O , bu_sefer narin ve utangaç kıza döndü ."
981,Az beli bükük ve gözleri biraz baygın bir ihtiyar .,Az beli_bükük ve gözleri biraz baygın bir ihtiyar .
984,"Islak kayanın ardına sinmiş , bürgülü bir kadınla yan yana oturuyor .","Islak kayanın ardına sinmiş , bürgülü bir kadınla yan_yana oturuyor ."
985,Bürokratik engelleri ortadan kaldıracak bir yol aradık ve bulduk .,Bürokratik engelleri ortadan kaldıracak bir_yol aradık ve bulduk .
989,"Düğün sahibinin bütçesi ne kadar dar ve mütevazı olursa olsun , hokkabaz şarttı .","Düğün sahibinin bütçesi ne_kadar dar ve mütevazı olursa olsun , hokkabaz şarttı ."
990,Gönlümü yararak bütün bütüne / Benzedim sararmış yaban gülüne,Gönlümü yararak bütün_bütüne / Benzedim sararmış yaban gülüne
996,Megalomaninin kökeninde çoğu zaman aşağılık kompleksi yatar .,Megalomaninin kökeninde çoğu zaman aşağılık_kompleksi yatar .
1012,Camekânla bölünmüş bir kahve ocağı ile altı yedi masa vardı içeride .,Camekânla bölünmüş bir kahve_ocağı ile altı yedi masa vardı içeride .
1015,"Sağa sola kaçıştık da , canımızı dar kurtardık .","Sağa_sola kaçıştık da , canımızı dar kurtardık ."
1017,Dane dane benleri var yüzünde / Can alıcı bakışları gözünde,Dane dane benleri var yüzünde / Can_alıcı bakışları gözünde
1018,Sen bir ahu gibi dağdan dağa kaçsan da yine / Seni aşkım canavarlar gibi takip edecek,Sen bir ahu_gibi dağdan dağa kaçsan da yine / Seni aşkım canavarlar gibi takip edecek
1024,"Necati'nin o gün bir kere bile aklından geçmeyen bir isim , uzaklaşmış hatıraları arasından canlandı .","Necati'nin o gün bir_kere bile aklından geçmeyen bir isim , uzaklaşmış hatıraları arasından canlandı ."
1025,Komutan canlı canlı cevap veriyordu .,Komutan canlı_canlı cevap veriyordu .
1026,"Bir insan daha var çok şükür evde / Nefes var / Ayak sesi var / Çok şükür , çok şükür","Bir insan daha var çok_şükür evde / Nefes var / Ayak sesi var / Çok_şükür , çok_şükür"
1027,"Yok canım , öyle demişim demek , derken ne kadar da can olurdu .","Yok_canım , öyle demişim demek , derken ne_kadar da can olurdu ."
1034,"Cart curt etmesine bakma , korkaktır .","Cart_curt etmesine bakma , korkaktır ."
1035,"Bildiği şey hükûmete casusluk etmek , hükûmeti düşürmek isteyenleri enselemektir .","Bildiği şey hükûmete casusluk_etmek , hükûmeti düşürmek isteyenleri enselemektir ."
1039,Caz takımının önünden güç bela geçebildiler .,Caz takımının önünden güç_bela geçebildiler .
1043,Üç gün üç gece cehennem azabı çekip borcunun ancak bir kısmını ödedi .,Üç gün üç gece cehennem_azabı çekip borcunun ancak bir kısmını ödedi .
1051,"Beni dinleyin bir yol , ey cemaatimüslimin !","Beni dinleyin bir_yol , ey cemaatimüslimin !"
1056,"Onu bu kadar candan alkışlayan İstanbul , iki gün sonra çok derin bir üzüntüyle cenaze alayını izledi .","Onu bu_kadar candan alkışlayan İstanbul , iki gün sonra çok derin bir üzüntüyle cenaze alayını izledi ."
1057,"Yıldız , bileğimi bir mengene gibi sıktı .","Yıldız , bileğimi bir mengene_gibi sıktı ."
1063,Hakikatin binbir cephesi ve başka başka görünüşleri yok mudur ?,Hakikatin binbir cephesi ve başka_başka görünüşleri yok mudur ?
1067,Dedim akça ceren çölde ne gezer .,Dedim akça ceren çölde ne_gezer .
1070,Dağdan baktığınızda her biri beş altı fil cesametinde .,Dağdan baktığınızda her_biri beş_altı fil cesametinde .
1071,Bana bir şey söylemeye cesaret ettiğini gördünüz mü şimdiye kadar ?,Bana bir şey söylemeye cesaret ettiğini gördünüz mü şimdiye_kadar ?
1072,"Gece sabaha karşı , balıkçılar denizde bir ceset bulmuşlardı .","Gece sabaha_karşı , balıkçılar denizde bir ceset bulmuşlardı ."
1078,Elini koynuna sokup ceylan bakışlı bir Çingene kızı resmi çıkardı .,Elini koynuna sokup ceylan_bakışlı bir Çingene kızı resmi çıkardı .
1079,Cezasını tamamlayana kadar tek kişilik bir koğuşta kalmış .,Cezasını tamamlayana kadar tek_kişilik bir koğuşta kalmış .
1087,"O oyunlar , o cıvıl cıvıl söyleyişler .","O oyunlar , o cıvıl_cıvıl söyleyişler ."
1088,Cıvıl cıvıl söylediğin türkü .,Cıvıl_cıvıl söylediğin türkü .
1094,"Adı o zaman , cidden kötüye çıkmıştı .","Adı o_zaman , cidden kötüye çıkmıştı ."
1099,"Beyaz ipek pantolon , kavuniçi ipek gömlek giyinmiş ; saçları saman sarısı , teni pembe .","Beyaz ipek pantolon , kavuniçi ipek gömlek giyinmiş ; saçları saman_sarısı , teni pembe ."
1103,Okuduğunuz ne kadar cinai roman varsa bu karanlık ve tenha sokaklarda âdeta hayat bulur .,Okuduğunuz ne_kadar cinai roman varsa bu karanlık ve tenha sokaklarda âdeta hayat bulur .
1106,"Öyle ya , senin dölün yok , döşün yok !","Öyle_ya , senin dölün yok , döşün yok !"
1113,Nihayet dün gece komşu kadın cumbadan seslendi .,Nihayet dün_gece komşu kadın cumbadan seslendi .
1124,Nüfus cüzdanı .,Nüfus_cüzdanı .
1125,"Kılıcını çekip tek başına atını , düşman başkumandanının çadırına saldırarak ölüm arayan Türk kumandanları görülmüştür .","Kılıcını çekip tek_başına atını , düşman başkumandanının çadırına saldırarak ölüm arayan Türk kumandanları görülmüştür ."
1126,İlk Çağ .,İlk_Çağ .
1127,Açık kalpli olmamak çağ dışı bir tutum olur .,Açık_kalpli olmamak çağ_dışı bir tutum olur .
1143,"İsa'nın ruhu eğer bugün içinden çıkmış olduğu yere inerek bu sahneyi görseydi , kim bilir patriklerini hangi oduna çakardı .","İsa'nın ruhu eğer bugün içinden çıkmış olduğu yere inerek bu sahneyi görseydi , kim_bilir patriklerini hangi oduna çakardı ."
1152,Bunların çalgılı çağanaklı davetlere benzeyen bir tarafları yoktu .,Bunların çalgılı_çağanaklı davetlere benzeyen bir tarafları yoktu .
1161,Elektrik süpürgesi çalışmıyor,Elektrik_süpürgesi çalışmıyor
1168,"Kaptan , gemiyi ağzına kadar doldurmuş , gemi yan yatmış , bir deniz çalkantısıyla alabora olmuş .","Kaptan , gemiyi ağzına_kadar doldurmuş , gemi yan yatmış , bir deniz çalkantısıyla alabora olmuş ."
1169,Dar boğazda deniz gece gündüz çalkantılıdır .,Dar boğazda deniz gece_gündüz çalkantılıdır .
1172,"Bet beniz solmuş , gözler büyümüş , kansız dudaklar aralık , alt üst dişler çalpara gibi birbirine vuruyor .","Bet beniz solmuş , gözler büyümüş , kansız dudaklar aralık , alt_üst dişler çalpara gibi birbirine vuruyor ."
1174,"Çamaşır azgını önlüğü , iki üç yerinden yamalı .","Çamaşır_azgını önlüğü , iki üç yerinden yamalı ."
1175,O gün bugündür çamaşır makinesi durmaksızın çalışıyor .,O gün bugündür çamaşır_makinesi durmaksızın çalışıyor .
1176,Kaynayıp çifte kazan aksa da çamçak çamçak .,Kaynayıp çifte kazan aksa da çamçak_çamçak .
1177,Çamur deryası mahallede kışı geçirmek bir azaptı .,Çamur_deryası mahallede kışı_geçirmek bir azaptı .
1181,"İhsan bekleyen bu çanak yalayıcı , bu jurnalci yaratıklar köpeklik tarihinin yüz karasıydılar .","İhsan bekleyen bu çanak_yalayıcı , bu jurnalci yaratıklar köpeklik tarihinin yüz karasıydılar ."
1184,Bir romanım Türkiye çapında ilk kez bu kadar çok okunuyordu .,Bir romanım Türkiye çapında ilk kez bu_kadar çok okunuyordu .
1185,Çapaçullukla hiç de alakası bulunmayan biri .,Çapaçullukla hiç_de alakası bulunmayan biri .
1191,Çapraz ateş .,Çapraz_ateş .
1194,"Evlerinin önünde bir erik ağacı , çardaklı bir asma , çan çiçekleri .","Evlerinin önünde bir erik_ağacı , çardaklı bir asma , çan çiçekleri ."
1204,Güneş çarpmak .,Güneş_çarpmak .
1209,"Çatalı elinden düştü , ağzı açık kaldı .","Çatalı elinden düştü , ağzı_açık kaldı ."
1211,"Bir çeyrek daha gittiler , önlerinde yol bir daha çatallandı .","Bir çeyrek daha gittiler , önlerinde yol bir_daha çatallandı ."
1213,Tavan arasını çocuklar için iki odalı bir çatı katı yapmıştır .,Tavan arasını çocuklar için iki odalı bir çatı_katı yapmıştır .
1214,İngilizceyi çatır çatır konuşuyor .,İngilizceyi çatır_çatır konuşuyor .
1215,Kapıya yüklenmiş ve çatır çutur kırarak içeriye girmiş .,Kapıya yüklenmiş ve çatır_çutur kırarak içeriye girmiş .
1220,Bir zurna gibi duyulan çatlak sesiyle âlemi çekiştirir .,Bir zurna_gibi duyulan çatlak sesiyle âlemi çekiştirir .
1222,O dibek kafalı Sülükoğlu'nu hasedinden çatlatacağız .,O dibek_kafalı Sülükoğlu'nu hasedinden çatlatacağız .
1223,Kırık tahtaları bir solukta yan yana çattılar .,Kırık tahtaları bir_solukta yan_yana çattılar .
1225,"Çat pat İngilizcesi olduğundan , onu tutmuş , Harbiye nezaretiyle işgal karargâhı arasında irtibat zabiti yapmışlardı .","Çat_pat İngilizcesi olduğundan , onu tutmuş , Harbiye nezaretiyle işgal karargâhı arasında irtibat zabiti yapmışlardı ."
1227,"Dün akşam , İstanbul'dan gelirken cebimdeki son mecidiyeyi bozdurup iki okka çavuş üzümü aldım .","Dün akşam , İstanbul'dan gelirken cebimdeki son mecidiyeyi bozdurup iki okka çavuş_üzümü aldım ."
1229,"Üstü kat kat satılacak , altı ya çay bahçesi olacak ya da gazino !","Üstü kat_kat satılacak , altı ya çay_bahçesi olacak ya_da gazino !"
1231,O zaman güneşe bakan bu güzelim çayırlara oturup kurumayı bekliyorduk .,O_zaman güneşe bakan bu güzelim çayırlara oturup kurumayı bekliyorduk .
1232,Çaykaraların suyu o kadar soğuktur ki dişlerini tıkırdatır .,Çaykaraların suyu o_kadar soğuktur ki dişlerini tıkırdatır .
1233,Bir çay takımı göndermek önerisi ilkin coşkunlukla kabul edilir .,Bir çay_takımı göndermek önerisi ilkin coşkunlukla kabul edilir .
1238,Başı ağrıdığı zamanlar bağladığı beyaz çekiyi çözüp var gücüyle yeniden düğümledi .,Başı ağrıdığı zamanlar bağladığı beyaz çekiyi çözüp var_gücüyle yeniden düğümledi .
1242,Yaramaz çocuk tutumundan her zaman ürkerdi .,Yaramaz çocuk tutumundan her_zaman ürkerdi .
1257,Pamuk tutarsa ne âlâ !,Pamuk tutarsa ne_âlâ !
1263,Sekiz kişilik bir ince sazla kadınlardan beş kişilik bir hanende ve çengi takımı vardı .,Sekiz kişilik bir ince sazla kadınlardan beş kişilik bir hanende ve çengi_takımı vardı .
1267,"Ocağa yaklaştılar , çalı çırpı yığınını tutuşturdular .","Ocağa yaklaştılar , çalı_çırpı yığınını tutuşturdular ."
1272,"Çok iyi giyinmiş ve süslenmiş bir çeribaşının yanında , yalın ayak , pis gömlekli bir baldırı çıplak gidiyor ve çeribaşı ile senli benli görüşüyordu .","Çok iyi giyinmiş ve süslenmiş bir çeribaşının yanında , yalın_ayak , pis gömlekli bir baldırı_çıplak gidiyor ve çeribaşı ile senli_benli görüşüyordu ."
1273,"Varsayın , ayaklarının altına çeşit çeşit kürkleri ben sereyim .","Varsayın , ayaklarının altına çeşit_çeşit kürkleri ben sereyim ."
1274,Ama onlar da bu kaymakamın ne çetin ceviz olduğunu henüz bilmiyorlardı .,Ama onlar da bu kaymakamın ne çetin_ceviz olduğunu henüz bilmiyorlardı .
